"country","countryiso3","estimate_control_of_corru.364_2013","estimate_control_of_corru.364_2014","estimate_control_of_corru.364_2015","estimate_control_of_corru.364_2016","estimate_control_of_corru.364_2017","estimate_control_of_corru.364_2018","stderr_control_of_corrupt.366_2013","stderr_control_of_corrupt.366_2014","stderr_control_of_corrupt.366_2015","stderr_control_of_corrupt.366_2016","stderr_control_of_corrupt.366_2017","stderr_control_of_corrupt.366_2018","rank_control_of_corruptio.367_2013","rank_control_of_corruptio.367_2014","rank_control_of_corruptio.367_2015","rank_control_of_corruptio.367_2016","rank_control_of_corruptio.367_2017","rank_control_of_corruptio.367_2018","lower_control_of_corrupti.368_2013","lower_control_of_corrupti.368_2014","lower_control_of_corrupti.368_2015","lower_control_of_corrupti.368_2016","lower_control_of_corrupti.368_2017","lower_control_of_corrupti.368_2018","upper_control_of_corrupti.369_2013","upper_control_of_corrupti.369_2014","upper_control_of_corrupti.369_2015","upper_control_of_corrupti.369_2016","upper_control_of_corrupti.369_2017","upper_control_of_corrupti.369_2018","estimate_rule_of_law.370_2013","estimate_rule_of_law.370_2014","estimate_rule_of_law.370_2015","estimate_rule_of_law.370_2016","estimate_rule_of_law.370_2017","estimate_rule_of_law.370_2018","stderr_rule_of_law.372_2013","stderr_rule_of_law.372_2014","stderr_rule_of_law.372_2015","stderr_rule_of_law.372_2016","stderr_rule_of_law.372_2017","stderr_rule_of_law.372_2018","rank_rule_of_law.373_2013","rank_rule_of_law.373_2014","rank_rule_of_law.373_2015","rank_rule_of_law.373_2016","rank_rule_of_law.373_2017","rank_rule_of_law.373_2018","lower_rule_of_law.374_2013","lower_rule_of_law.374_2014","lower_rule_of_law.374_2015","lower_rule_of_law.374_2016","lower_rule_of_law.374_2017","lower_rule_of_law.374_2018","upper_rule_of_law.375_2013","upper_rule_of_law.375_2014","upper_rule_of_law.375_2015","upper_rule_of_law.375_2016","upper_rule_of_law.375_2017","upper_rule_of_law.375_2018","estimate_political_stabil.376_2013","estimate_political_stabil.376_2014","estimate_political_stabil.376_2015","estimate_political_stabil.376_2016","estimate_political_stabil.376_2017","estimate_political_stabil.376_2018","stderr_political_stabilit.378_2013","stderr_political_stabilit.378_2014","stderr_political_stabilit.378_2015","stderr_political_stabilit.378_2016","stderr_political_stabilit.378_2017","stderr_political_stabilit.378_2018","rank_political_stability_.379_2013","rank_political_stability_.379_2014","rank_political_stability_.379_2015","rank_political_stability_.379_2016","rank_political_stability_.379_2017","rank_political_stability_.379_2018","lower_political_stability.380_2013","lower_political_stability.380_2014","lower_political_stability.380_2015","lower_political_stability.380_2016","lower_political_stability.380_2017","lower_political_stability.380_2018","upper_political_stability.381_2013","upper_political_stability.381_2014","upper_political_stability.381_2015","upper_political_stability.381_2016","upper_political_stability.381_2017","upper_political_stability.381_2018","estimate_voice_and_accoun.382_2013","estimate_voice_and_accoun.382_2014","estimate_voice_and_accoun.382_2015","estimate_voice_and_accoun.382_2016","estimate_voice_and_accoun.382_2017","estimate_voice_and_accoun.382_2018","stderr_voice_and_accounta.384_2013","stderr_voice_and_accounta.384_2014","stderr_voice_and_accounta.384_2015","stderr_voice_and_accounta.384_2016","stderr_voice_and_accounta.384_2017","stderr_voice_and_accounta.384_2018","rank_voice_and_accountabi.385_2013","rank_voice_and_accountabi.385_2014","rank_voice_and_accountabi.385_2015","rank_voice_and_accountabi.385_2016","rank_voice_and_accountabi.385_2017","rank_voice_and_accountabi.385_2018","lower_voice_and_accountab.386_2013","lower_voice_and_accountab.386_2014","lower_voice_and_accountab.386_2015","lower_voice_and_accountab.386_2016","lower_voice_and_accountab.386_2017","lower_voice_and_accountab.386_2018","upper_voice_and_accountab.387_2013","upper_voice_and_accountab.387_2014","upper_voice_and_accountab.387_2015","upper_voice_and_accountab.387_2016","upper_voice_and_accountab.387_2017","upper_voice_and_accountab.387_2018","estimate_government_effec.388_2013","estimate_government_effec.388_2014","estimate_government_effec.388_2015","estimate_government_effec.388_2016","estimate_government_effec.388_2017","estimate_government_effec.388_2018","stderr_government_effecti.390_2013","stderr_government_effecti.390_2014","stderr_government_effecti.390_2015","stderr_government_effecti.390_2016","stderr_government_effecti.390_2017","stderr_government_effecti.390_2018","rank_government_effective.391_2013","rank_government_effective.391_2014","rank_government_effective.391_2015","rank_government_effective.391_2016","rank_government_effective.391_2017","rank_government_effective.391_2018","lower_government_effectiv.392_2013","lower_government_effectiv.392_2014","lower_government_effectiv.392_2015","lower_government_effectiv.392_2016","lower_government_effectiv.392_2017","lower_government_effectiv.392_2018","upper_government_effectiv.393_2013","upper_government_effectiv.393_2014","upper_government_effectiv.393_2015","upper_government_effectiv.393_2016","upper_government_effectiv.393_2017","upper_government_effectiv.393_2018","estimate_regulatory_quali.394_2013","estimate_regulatory_quali.394_2014","estimate_regulatory_quali.394_2015","estimate_regulatory_quali.394_2016","estimate_regulatory_quali.394_2017","estimate_regulatory_quali.394_2018","stderr_regulatory_quality.396_2013","stderr_regulatory_quality.396_2014","stderr_regulatory_quality.396_2015","stderr_regulatory_quality.396_2016","stderr_regulatory_quality.396_2017","stderr_regulatory_quality.396_2018","rank_regulatory_quality.397_2013","rank_regulatory_quality.397_2014","rank_regulatory_quality.397_2015","rank_regulatory_quality.397_2016","rank_regulatory_quality.397_2017","rank_regulatory_quality.397_2018","lower_regulatory_quality.398_2013","lower_regulatory_quality.398_2014","lower_regulatory_quality.398_2015","lower_regulatory_quality.398_2016","lower_regulatory_quality.398_2017","lower_regulatory_quality.398_2018","upper_regulatory_quality.399_2013","upper_regulatory_quality.399_2014","upper_regulatory_quality.399_2015","upper_regulatory_quality.399_2016","upper_regulatory_quality.399_2017","upper_regulatory_quality.399_2018"
"Cuba","CUB",0.120165,0.0684009,0.0704845,0.1691387,0.2656265,0.1654153,0.1778228,0.1682795,0.1661756,0.1723808,0.1525293,0.1598049,61.61137,58.65385,60.09615,62.01923,64.42308,61.05769,54.02843,51.44231,52.40385,53.84615,57.69231,53.84615,67.29858,65.38461,66.34615,66.82692,68.75,67.30769,-0.6972642,-0.657769,-0.7014594,-0.4423624,-0.4313568,-0.4443496,0.1678304,0.1828471,0.181745,0.2040667,0.1879866,0.1815135,30.04695,29.80769,28.36539,34.61538,35.09615,35.09615,16.90141,15.38461,13.94231,22.59615,23.07692,23.55769,41.31455,41.82692,40.38462,50.48077,50.48077,48.55769,0.3705646,0.544822,0.6441017,0.6853639,0.6469012,0.6523342,0.2382643,0.2055897,0.2105385,0.2161667,0.2245828,0.225094,60.18958,63.33333,66.19048,70,68.09524,67.61905,45.49763,53.80952,57.61905,57.61905,55.23809,56.19048,69.19431,76.66666,83.33334,88.57143,85.71429,85.71429,-1.478674,-1.544798,-1.558119,-1.560196,-1.551914,-1.444819,0.1289471,0.1385346,0.1378962,0.1329569,0.1336006,0.1385204,6.57277,6.403941,6.403941,7.389163,7.389163,9.852217,3.755868,3.448276,3.448276,3.940887,3.940887,4.926108,12.67606,10.83744,11.33005,12.31527,12.31527,13.7931,-0.4397751,-0.0467849,0.021765,-0.1049787,-0.181841,-0.2448378,0.2237301,0.2389471,0.2392065,0.2292368,0.2313609,0.2468503,39.81042,52.88462,54.32692,50,45.67308,44.71154,23.22275,36.53846,40.86538,35.57692,31.73077,25.48077,52.1327,65.86539,68.26923,64.42308,61.05769,58.65385,-1.583988,-1.325052,-1.22355,-1.338703,-1.329062,-1.455965,0.2150329,0.223909,0.2195528,0.2288554,0.2201053,0.2211003,3.791469,7.692307,7.692307,6.730769,7.692307,6.25,1.421801,3.365385,4.326923,3.365385,3.365385,2.884615,9.952606,16.82692,21.15385,14.90385,14.90385,12.01923
"Cayman Islands","CYM",1.359179,1.018918,1.019122,0.528993,0.5268432,0.4963436,0.3093633,0.3047443,0.2905574,0.3071863,0.2823816,0.2826696,89.09953,81.73077,81.73077,68.75,69.23077,68.26923,77.25118,69.23077,68.26923,58.17308,58.65385,58.65385,94.78673,90.86539,90.38461,81.25,81.25,81.25,0.9020077,0.5872959,0.8168695,0.7974365,0.7765479,0.7744462,0.2352026,0.2837452,0.2681372,0.2553713,0.2288418,0.2123641,77.46479,73.07692,77.40385,77.88461,76.92308,76.44231,65.7277,61.53846,65.86539,64.42308,63.94231,66.34615,86.38498,81.73077,85.09615,86.05769,85.09615,84.61539,1.017615,1.046347,1.153418,1.168496,1.190547,1.149285,0.3197596,0.2583826,0.2644217,0.2737383,0.2953578,0.2831305,82.46445,86.66666,90.95238,91.90476,91.90476,90,63.50711,67.14286,69.04762,70.95238,70.95238,69.04762,99.52607,99.52381,99.52381,99.52381,99.52381,99.52381,0.5489348,0.4731347,0.4691605,0.4748803,0.4847641,0.4919728,0.2033096,0.2671471,0.2764198,0.291442,0.2823006,0.2493472,65.25822,63.05419,62.56158,63.05419,62.06897,64.03941,56.33803,49.7537,47.78325,46.79803,47.29064,50.2463,73.23943,73.39902,74.87685,75.36946,76.35468,77.3399,1.227074,1.180054,1.166785,1.182226,1.226461,1.204366,0.301569,0.3515804,0.3306262,0.3207268,0.3347294,0.3318715,84.83412,85.57692,84.61539,85.09615,85.57692,85.57692,72.51185,72.59615,73.07692,73.07692,74.03846,74.51923,94.78673,94.71154,92.78846,93.75,95.19231,95.19231,1.118897,0.8524853,0.8151542,0.7873485,0.7532902,0.9785166,0.3346471,0.3530255,0.3363636,0.3596922,0.3507003,0.3641367,83.41232,76.44231,75.96154,75.96154,75.96154,80.76923,68.72038,61.53846,61.53846,61.05769,61.05769,65.86539,94.78673,90.38461,89.90385,89.90385,88.46154,91.82692
"Cyprus","CYP",1.245758,1.075781,1.007444,0.8266463,0.7827289,0.6399662,0.1772439,0.1671564,0.1691784,0.1755713,0.1455851,0.1570675,84.83412,82.21154,80.76923,77.88461,78.36539,74.03846,80.56872,76.44231,75.48077,69.23077,69.71154,67.30769,89.57346,88.94231,87.5,81.73077,81.73077,80.76923,1.036581,1.077018,1.039911,0.721344,0.8849497,0.7534632,0.167061,0.1825321,0.180356,0.2007823,0.1751574,0.1675214,82.15962,82.69231,81.73077,75.48077,79.80769,75.96154,72.76995,76.92308,75,64.90385,72.11539,69.23077,86.85446,86.53846,86.53846,82.21154,85.57692,81.25,0.5633472,0.5518821,0.5508665,0.6042547,0.5377303,0.543319,0.2315082,0.2001131,0.2068148,0.2126011,0.2166968,0.2161918,64.92891,63.80952,62.85714,66.19048,65.2381,64.7619,54.50237,54.76191,54.28571,55.23809,53.33333,53.33333,77.72512,76.66666,76.19048,80,79.52381,79.52381,0.9808227,1.01997,1.031584,1.046577,1.055163,1.038081,0.1402562,0.1542925,0.1530551,0.1502082,0.1513569,0.1552453,77.46479,78.32513,80.78818,82.75862,83.25123,80.78818,70.42254,70.93596,71.92118,71.92118,73.89162,72.9064,89.20188,89.65517,91.62562,92.61084,92.61084,89.65517,1.366624,1.140384,1.04862,0.9609431,0.9199778,0.9209022,0.2254516,0.2438242,0.2433534,0.2321488,0.2222289,0.2221446,88.15166,83.65385,81.25,77.88461,79.80769,77.88461,78.67299,74.03846,73.07692,73.07692,70.19231,72.59615,94.78673,90.86539,88.94231,88.46154,86.53846,87.5,0.9171373,1.098858,1.062325,1.052626,1.030003,1.017323,0.2592449,0.2327013,0.2285697,0.2384973,0.242165,0.2454936,78.19905,82.69231,80.76923,82.69231,81.25,81.25,67.77251,74.03846,73.07692,73.55769,72.59615,73.07692,89.09953,90.86539,91.34615,91.34615,89.90385,90.38461
"Czech Republic","CZE",0.228799,0.3677951,0.4337359,0.5367572,0.567677,0.5037321,0.1272483,0.1262155,0.1273766,0.1323268,0.1217142,0.1309793,63.50711,66.34615,67.30769,69.23077,70.67308,69.23077,59.24171,59.61538,62.98077,65.38461,65.86539,63.46154,68.72038,70.67308,73.07692,76.44231,77.88461,76.92308,1.039771,1.152181,1.148088,1.035502,1.116695,1.04966,0.1327189,0.1389228,0.1390077,0.1576325,0.1471277,0.1409364,82.6291,84.61539,84.13461,82.21154,83.65385,81.73077,73.70892,78.84615,79.32692,76.44231,79.32692,77.40385,86.38498,86.53846,87.98077,87.01923,88.46154,86.53846,1.084779,0.9899905,0.9791891,0.9761155,0.9998168,1.040143,0.2257874,0.1922474,0.1981644,0.2049565,0.211684,0.211271,87.67773,83.33334,82.38095,81.42857,83.33334,87.14286,67.77251,68.57143,66.19048,66.66666,69.04762,69.04762,98.5782,97.14286,95.2381,94.7619,95.71429,96.19048,0.9845335,1.026667,1.042761,1.024769,0.9715869,0.930312,0.1199334,0.127936,0.1299661,0.1256814,0.1263107,0.1309706,77.93427,78.81773,82.26601,81.28078,77.3399,78.32513,72.30047,71.92118,72.9064,72.4138,71.92118,71.42857,87.79343,89.65517,89.65517,89.65517,87.19212,84.72906,0.89182,1.017593,1.046509,1.036739,1.005325,0.9222081,0.2077521,0.2216189,0.21994,0.2106452,0.2133012,0.2132453,76.77725,80.76923,80.76923,79.80769,81.25,78.36539,69.19431,72.59615,73.07692,73.07692,74.03846,73.07692,85.30806,87.98077,87.98077,89.42308,87.98077,87.5,1.085486,1.005961,1.098858,0.986401,1.232614,1.261501,0.1989777,0.2066317,0.1973709,0.2027099,0.196561,0.1982157,81.51659,80.76923,82.21154,80.76923,86.05769,87.01923,74.40759,73.07692,74.51923,73.07692,79.32692,79.80769,90.04739,89.42308,91.34615,87.5,91.34615,92.30769
"Germany","DEU",1.813811,1.83838,1.837888,1.843418,1.841089,1.946584,0.1467825,0.1417843,0.1438526,0.14769,0.1348298,0.1434279,94.3128,94.71154,93.26923,93.75,94.23077,95.19231,90.99526,91.82692,91.82692,92.30769,92.30769,92.30769,96.20853,95.67308,96.15385,96.63461,97.11539,99.51923,1.6495,1.856834,1.794997,1.622016,1.608339,1.630446,0.1529223,0.164592,0.1601668,0.1741622,0.1637345,0.1569692,92.01878,93.75,93.26923,91.82692,91.34615,91.34615,88.26291,88.94231,89.42308,87.5,87.01923,88.46154,98.12206,100,99.51923,97.11539,97.59615,98.07692,0.9279839,0.9251865,0.6998243,0.6813634,0.5875772,0.6048951,0.2257874,0.1922474,0.1981644,0.2049565,0.211684,0.211271,76.30331,78.09524,68.57143,69.52381,65.71429,66.66666,64.45498,66.66666,58.09524,58.09524,54.76191,55.23809,94.3128,93.80952,86.19048,86.66666,80.47619,81.90476,1.406184,1.43633,1.421997,1.36378,1.389157,1.422362,0.1288184,0.1400346,0.1427269,0.1402943,0.1413513,0.1437459,93.42723,96.05911,95.56651,95.07389,95.56651,95.07389,88.26291,89.16256,87.19212,84.72906,85.71429,88.17734,97.65258,99.50739,99.50739,99.50739,99.50739,99.50739,1.54252,1.731392,1.73683,1.734568,1.719291,1.619633,0.2167549,0.2292054,0.2278272,0.2193927,0.2222289,0.2221446,92.41706,94.71154,93.75,94.23077,94.23077,93.26923,83.41232,87.5,87.01923,89.42308,87.98077,87.01923,98.10426,99.03846,99.51923,99.51923,99.51923,98.55769,1.553044,1.703043,1.723078,1.817016,1.783135,1.749248,0.2232595,0.2285708,0.2178168,0.227055,0.2200749,0.2226358,92.41706,94.23077,94.23077,96.15385,95.19231,94.71154,86.25592,89.42308,89.90385,91.34615,89.90385,89.90385,99.05213,99.51923,99.03846,100,99.51923,99.03846
"Djibouti","DJI",-0.5420819,-0.5993779,-0.6576262,-0.6534802,-0.6407171,-0.7168093,0.2199596,0.2185044,0.2093273,0.2120445,0.2062897,0.1796275,35.54502,32.69231,28.84615,30.76923,28.84615,26.44231,19.90521,15.38461,13.94231,13.46154,14.90385,14.42308,53.5545,50.48077,46.63462,45.67308,45.19231,39.90385,-0.7720865,-0.8739326,-0.9221799,-0.9759274,-0.913365,-0.9226128,0.1509731,0.1621655,0.1635823,0.1850711,0.1726105,0.1632201,26.29108,19.23077,17.78846,16.82692,17.78846,17.30769,15.02347,9.134615,8.173077,8.173077,9.615385,9.134615,38.96714,31.73077,30.28846,27.40385,29.32692,27.88461,-0.1021875,-0.7702323,-0.4435316,-0.6264004,-0.736761,-0.1341229,0.2613027,0.2189825,0.2261951,0.2302891,0.2397686,0.239692,42.65403,20.95238,30,24.28572,19.52381,41.42857,27.48815,10.47619,20.47619,13.80952,11.90476,27.61905,58.29384,30,43.33333,36.66667,32.38095,55.23809,-1.471035,-1.43081,-1.412145,-1.372533,-1.405939,-1.352054,0.1374411,0.154221,0.152385,0.1511174,0.1534774,0.1416328,7.511737,8.374384,9.359606,10.83744,10.34483,11.33005,3.755868,4.433497,4.433497,5.91133,5.91133,6.403941,13.61502,14.77833,16.25616,17.73399,15.76355,17.24138,-0.9622945,-0.9743846,-0.9543255,-0.9739625,-1.031035,-0.8990966,0.2033893,0.2171974,0.209987,0.2086794,0.2187106,0.2128842,17.06161,16.34615,16.82692,16.82692,14.42308,17.30769,8.056872,8.173077,8.173077,7.692307,7.692307,9.615385,31.27962,27.88461,30.76923,29.80769,24.03846,33.17308,-0.5223163,-0.5309218,-0.6991644,-0.7000202,-0.6411554,-0.7057354,0.204977,0.2089258,0.2028228,0.2105031,0.209334,0.1886452,32.22749,31.73077,27.88461,25.48077,28.36539,24.51923,22.27488,20.19231,12.5,12.5,14.90385,12.5,46.91943,47.11538,40.86538,39.90385,40.86538,35.57692
"Dominica","DMA",0.6666615,0.624052,0.6234236,0.6249671,0.6515269,0.5457337,0.3357628,0.3407214,0.2403764,0.2350094,0.2357544,0.2344027,73.45972,71.63461,71.63461,70.67308,73.55769,70.19231,61.13744,58.17308,62.98077,63.94231,63.94231,60.57692,83.41232,82.69231,80.76923,81.25,81.73077,80.76923,0.6489149,0.4929031,0.6734655,0.6063735,0.6490896,0.6176011,0.2120821,0.2326759,0.2136198,0.2595662,0.2545819,0.2512142,70.89202,70.19231,74.03846,72.59615,75,74.03846,61.03286,61.53846,64.90385,59.13462,60.09615,59.61538,80.75117,78.36539,81.25,81.73077,82.69231,81.25,1.119856,1.057178,1.077941,1.002438,1.197893,1.107935,0.2972529,0.2380577,0.2459499,0.2480269,0.2580577,0.2550432,89.57346,87.61905,89.52381,85.71429,92.38095,89.04762,65.87678,67.61905,66.66666,65.71429,72.38095,69.04762,99.52607,98.09524,98.57143,96.19048,99.04762,98.57143,0.9667065,1.067056,0.8788872,0.8993958,0.8838625,0.8105155,0.2385548,0.2684391,0.2214202,0.2056526,0.2144818,0.2410059,76.99531,81.28078,74.38424,75.36946,75.36946,74.38424,65.7277,68.47291,64.53202,66.00985,65.51724,60.59113,92.48827,96.05911,89.65517,89.65517,89.65517,88.66995,0.7081782,0.0763086,0.1173119,0.054379,-0.253772,-0.2895034,0.3222109,0.3563029,0.3525569,0.3404734,0.354406,0.3493173,72.03792,57.21154,58.17308,55.28846,42.78846,40.86538,60.18958,32.21154,37.5,35.57692,19.23077,17.78846,85.30806,72.59615,73.07692,73.07692,66.34615,63.94231,0.310987,0.2735937,0.2325697,0.1990751,0.1292983,0.0820731,0.2879233,0.2883153,0.2460991,0.2553109,0.2504611,0.2547005,60.66351,62.01923,60.57692,61.53846,59.13462,57.69231,47.39336,46.63462,48.55769,45.67308,41.34615,38.94231,74.88152,74.03846,72.59615,72.59615,71.15385,69.71154
"Denmark","DNK",2.404901,2.24726,2.211076,2.230591,2.193379,2.147795,0.1467825,0.1404506,0.1434484,0.1493956,0.1361223,0.1451362,100,99.51923,98.07692,99.03846,98.55769,98.55769,97.63033,95.67308,95.67308,95.19231,95.67308,94.71154,100,100,100,100,100,100,1.900482,2.096355,2.042371,1.912385,1.863846,1.833378,0.1529223,0.164592,0.1601668,0.1741622,0.1637345,0.1569692,98.59155,99.51923,99.51923,97.59615,97.59615,96.63461,92.01878,93.26923,92.78846,91.82692,89.90385,90.38461,100,100,100,100,100,100,0.9592335,0.9517797,0.8976498,0.8679155,0.8682193,0.9590668,0.2257874,0.1922474,0.1981644,0.2049565,0.211684,0.211271,80.09479,78.57143,76.66666,74.7619,76.19048,82.38095,64.92891,67.61905,63.33333,63.80952,64.7619,66.66666,94.78673,94.7619,92.85714,93.33334,92.38095,94.28571,1.666271,1.524577,1.552826,1.541357,1.515539,1.611797,0.1303993,0.1421983,0.1448841,0.1418732,0.1430083,0.1455305,99.53052,97.04433,97.53695,99.01478,96.55173,98.02956,94.83568,92.11823,92.11823,93.10345,90.14778,92.61084,100,100,100,100,100,100,1.992455,1.819007,1.847929,1.876054,1.796943,1.871631,0.2167549,0.2292054,0.2278272,0.2193927,0.2222289,0.2221446,99.05213,97.11539,97.59615,99.03846,95.67308,97.11539,94.3128,89.42308,89.90385,91.82692,90.86539,91.82692,100,100,99.51923,100,99.51923,100,1.80997,1.687075,1.734574,1.575408,1.621354,1.67705,0.2232595,0.2285708,0.2178168,0.227055,0.2200749,0.2226358,97.63033,93.75,94.71154,92.30769,92.30769,94.23077,90.52132,89.42308,90.38461,85.09615,86.53846,87.5,100,99.51923,99.03846,98.07692,98.07692,99.03846
"Dominican Republic","DOM",-0.8745857,-0.8161026,-0.8184461,-0.7563761,-0.7389133,-0.74949,0.1417952,0.1391473,0.138625,0.1398999,0.1271012,0.1229678,21.32701,23.07692,21.15385,23.07692,24.51923,24.51923,11.84834,13.46154,13.46154,13.46154,15.38461,16.34615,31.27962,33.17308,31.73077,33.17308,36.05769,33.65385,-0.5323906,-0.4056694,-0.5126879,-0.3951495,-0.4179761,-0.3962312,0.1398055,0.1509171,0.1479287,0.1593384,0.1526407,0.144388,36.61972,39.42308,35.09615,37.01923,36.05769,38.94231,26.76056,29.80769,25.48077,28.84615,28.36539,28.36539,45.53991,50.48077,46.15385,50,48.07692,48.07692,0.2074287,0.1459345,0.2367064,0.252106,0.1605222,0.0347933,0.2280198,0.1963862,0.2029834,0.2077957,0.2159105,0.2157381,54.9763,50.95238,54.76191,55.23809,52.85714,47.61905,40.28436,38.09524,42.38095,43.80952,38.57143,34.76191,64.92891,60.47619,63.33333,65.71429,63.80952,58.57143,0.1153695,0.1889606,0.1542685,0.1806174,0.1574749,0.1374327,0.1194824,0.1275078,0.1290322,0.1254521,0.1258148,0.1282128,53.99061,54.18719,52.21675,52.70936,52.21675,51.23153,45.53991,48.27586,45.81281,46.30542,43.84237,41.37931,57.277,59.60591,58.62069,58.12808,57.63547,59.60591,-0.4675454,-0.4352699,-0.3573123,-0.2637113,-0.3700335,-0.4002573,0.1954303,0.2157607,0.2062405,0.196941,0.1983911,0.191959,38.38863,37.5,41.34615,43.26923,38.46154,39.42308,24.17062,21.63461,25,30.76923,24.03846,22.59615,48.34123,50,52.88462,55.28846,51.92308,49.51923,-0.0710712,-0.0368152,-0.037778,-0.065245,-0.0788678,-0.0771244,0.1806973,0.1935797,0.1804464,0.1855784,0.1794266,0.1817735,51.18483,51.92308,52.88462,53.36538,52.88462,50.48077,37.44076,39.42308,42.30769,39.42308,37.5,37.01923,57.8199,62.5,61.53846,62.5,61.53846,61.53846
"Algeria","DZA",-0.4734841,-0.600029,-0.6455669,-0.6778925,-0.6041752,-0.636465,0.1493271,0.1466374,0.1464922,0.1496032,0.13803,0.1556377,39.33649,32.21154,29.80769,27.88461,30.28846,28.36539,26.06635,21.15385,18.75,15.38461,19.23077,17.30769,50.23697,44.23077,42.30769,38.46154,42.78846,41.34615,-0.6893736,-0.7731679,-0.8639446,-0.857401,-0.8639383,-0.7753089,0.1336843,0.1454139,0.1455704,0.1613854,0.1523742,0.1554313,30.98592,24.03846,19.23077,18.75,19.23077,22.11539,19.24883,13.46154,11.53846,10.57692,10.09615,15.38461,40.37559,33.17308,30.76923,31.25,30.76923,32.21154,-1.202371,-1.190535,-1.09016,-1.097526,-0.9156688,-0.7937849,0.2315082,0.2001131,0.2068148,0.2126011,0.2212373,0.2209855,12.79621,9.523809,11.90476,12.38095,16.19048,18.57143,7.582938,8.095238,9.047619,8.571428,9.523809,12.38095,19.90521,17.14286,21.42857,20,27.14286,29.52381,-0.8933532,-0.8151981,-0.8490695,-0.8631691,-0.9048766,-0.9809838,0.1103568,0.1273273,0.1265836,0.1244992,0.1250394,0.131522,23.94366,25.12315,24.63054,23.64532,23.15271,21.67488,15.96244,21.18227,20.68966,19.21182,16.74877,13.7931,26.76056,29.06404,28.07882,28.07882,27.58621,25.61576,-0.5341949,-0.4775529,-0.5008814,-0.5311597,-0.5891593,-0.4439246,0.1748714,0.1883847,0.1816675,0.1765621,0.1844468,0.1942946,35.07109,35.09615,35.57692,35.57692,30.76923,37.01923,22.74882,21.63461,20.67308,19.71154,18.26923,20.19231,46.4455,46.15385,47.11538,43.75,41.82692,48.07692,-1.16597,-1.282962,-1.173605,-1.171879,-1.196304,-1.263752,0.1830557,0.1863263,0.1790337,0.1824037,0.1791662,0.1984809,11.84834,8.173077,10.57692,10.09615,10.57692,8.173077,5.687204,4.326923,4.807693,5.288462,4.326923,3.846154,22.27488,16.82692,19.23077,18.26923,15.86539,14.90385
"Ecuador","ECU",-0.5709541,-0.7549306,-0.6712533,-0.6803263,-0.5996184,-0.5617972,0.140586,0.1430258,0.138625,0.1384963,0.130217,0.1256668,35.07109,25,28.36539,27.40385,30.76923,32.69231,21.80095,14.90385,18.26923,15.86539,20.19231,24.03846,45.97157,36.05769,40.86538,37.01923,42.30769,42.30769,-0.9682715,-1.058418,-1.028903,-0.7612534,-0.7014174,-0.6301615,0.1373165,0.1543304,0.1479287,0.1593384,0.1627762,0.15338,17.37089,12.01923,13.94231,25,25.48077,28.84615,10.79812,7.211538,6.730769,14.42308,15.38461,17.78846,27.69953,21.63461,23.55769,32.69231,34.61538,39.90385,-0.1786567,-0.0185332,-0.1439559,-0.085358,-0.0748771,-0.0747498,0.2280198,0.2015546,0.2029834,0.2077957,0.2159105,0.2157381,39.33649,45.23809,40.95238,44.28571,41.42857,43.33333,26.06635,30.95238,28.09524,30.47619,29.52381,29.52381,54.50237,58.09524,53.80952,55.23809,55.71429,56.19048,-0.2527218,-0.2024652,-0.2117547,-0.2484729,-0.1736493,0.0264112,0.1104277,0.1275093,0.1290322,0.1254521,0.1258148,0.1282128,40.37559,39.90148,39.40887,38.42365,40.8867,47.29064,33.80282,33.49754,31.03448,32.0197,34.48276,38.42365,45.53991,48.76847,47.29064,44.82759,47.29064,55.17241,-0.501632,-0.4729435,-0.4423296,-0.430313,-0.3218437,-0.2613976,0.1954303,0.218933,0.2062405,0.196941,0.2110577,0.2054188,36.01896,35.57692,38.46154,37.5,39.90385,42.78846,22.74882,19.71154,21.63461,22.11539,24.03846,29.80769,47.39336,48.07692,49.03846,49.03846,54.32692,55.28846,-0.9281889,-1.00722,-1.157369,-1.018454,-1.002314,-0.8901963,0.1806973,0.1889665,0.1804464,0.1855784,0.1986589,0.2002183,19.90521,15.86539,11.53846,12.98077,14.42308,16.34615,9.952606,7.692307,4.807693,7.692307,7.692307,9.134615,29.85782,27.40385,21.15385,24.51923,26.92308,30.28846
