"retail_recreation","grocery_pharmacy","parks","transit_stations","workplaces","residential","country","countryiso3"
-12,-1,NA,NA,-23,NA,"Blaine County 1",NA
-30,-25,NA,-21,-34,15,"Bryan County 1",NA
-17,-1,NA,-10,-35,NA,"Caddo County",NA
-33,-20,85,-9,-37,10,"Canadian County",NA
-27,1,NA,-16,-29,14,"Carter County",NA
-26,-5,-38,NA,-33,17,"Cherokee County 3",NA
-22,-6,NA,NA,-21,NA,"Choctaw County",NA
-46,-22,26,NA,-39,11,"Cleveland County 2",NA
NA,NA,NA,NA,-28,NA,"Coal County",NA
-38,-9,66,5,-38,9,"Comanche County",NA
NA,-23,NA,-43,-33,NA,"Cotton County",NA
-14,-21,NA,8,-24,NA,"Craig County",NA
-22,-7,-18,NA,-31,10,"Creek County",NA
-32,-7,NA,-6,-28,NA,"Custer County",NA
-16,20,NA,-13,-20,12,"Delaware County 2",NA
-38,-19,-36,-20,-23,13,"Garfield County 1",NA
-18,-3,-27,-16,-19,-4,"Garvin County",NA
-37,2,NA,NA,-37,16,"Grady County 1",NA
NA,NA,NA,NA,-38,NA,"Greer County",NA
-17,14,NA,NA,-30,NA,"Haskell County",NA
-19,8,NA,NA,-29,NA,"Hughes County",NA
-29,0,NA,NA,-25,9,"Jackson County 9",NA
NA,5,NA,NA,-41,NA,"Jefferson County 8",NA
-47,0,NA,NA,-26,NA,"Johnston County 1",NA
-22,11,NA,-25,-32,13,"Kay County",NA
-8,NA,NA,NA,-33,NA,"Kingfisher County",NA
-15,-4,NA,NA,-20,NA,"Kiowa County",NA
-19,-10,NA,NA,-32,NA,"Latimer County",NA
-18,-5,NA,NA,-23,10,"Le Flore County",NA
-29,4,NA,NA,-31,12,"Lincoln County 9",NA
-18,-3,NA,-16,-26,17,"Logan County 3",NA
-37,-9,NA,NA,-44,NA,"Love County",NA
NA,NA,NA,NA,-24,NA,"Major County",NA
-13,6,NA,NA,-27,NA,"Marshall County 5","MHL"
-22,-3,NA,-17,-25,14,"Mayes County",NA
-30,-13,NA,-42,-38,17,"McClain County",NA
-23,-2,-11,-18,-18,9,"McCurtain County",NA
-15,25,NA,8,-22,NA,"McIntosh County 1",NA
-16,7,-22,NA,-30,NA,"Murray County 2",NA
-30,-10,1,-8,-24,14,"Muskogee County",NA
-42,-9,NA,-50,-33,NA,"Noble County 1",NA
-8,-2,NA,-62,-29,NA,"Nowata County",NA
-32,-4,NA,-20,-31,NA,"Okfuskee County",NA
-43,-16,24,-37,-35,10,"Oklahoma County",NA
-21,-6,NA,-17,-25,13,"Okmulgee County",NA
-25,7,-38,NA,-39,15,"Osage County",NA
-21,-3,NA,NA,-35,8,"Ottawa County",NA
-29,-25,NA,NA,-28,NA,"Pawnee County",NA
-44,-19,22,NA,-41,18,"Payne County",NA
-40,-2,NA,-42,-24,12,"Pittsburg County",NA
-31,-15,NA,NA,-34,16,"Pontotoc County 1",NA
-36,-7,-35,NA,-35,11,"Pottawatomie County",NA
-18,-1,NA,NA,-17,NA,"Pushmataha County",NA
-29,-3,-10,NA,-32,11,"Rogers County",NA
-22,-1,NA,-30,-22,NA,"Seminole County 2",NA
-26,11,NA,-11,-32,14,"Sequoyah County",NA
-35,-12,NA,NA,-29,13,"Stephens County 1",NA
-30,-4,NA,-13,-24,NA,"Texas County",NA
-12,-8,NA,NA,-30,NA,"Tillman County",NA
-42,-18,-22,-22,-36,10,"Tulsa County",NA
-21,7,NA,NA,-35,10,"Wagoner County",NA
-30,-7,NA,NA,-26,15,"Washington County 12",NA
NA,-17,NA,NA,-28,NA,"Washita County",NA
-12,NA,24,NA,-38,NA,"Woods County",NA
-25,-7,NA,NA,-25,NA,"Woodward County",NA
-51,-25,-22,-47,-38,12,"Oregon",NA
-44,-14,NA,-12,-31,NA,"Baker County 1",NA
-60,-35,-5,-51,-46,25,"Benton County 5",NA
-51,-23,-15,-44,-38,13,"Clackamas County",NA
-60,-34,-58,-61,-44,17,"Clatsop County",NA
-44,-22,2,NA,-34,19,"Columbia County 3",NA
-45,-24,-48,NA,-38,15,"Coos County 1",NA
-30,-15,NA,NA,-29,-1,"Crook County",NA
-48,-26,-24,NA,-35,NA,"Curry County 1",NA
-50,-24,-10,-66,-42,11,"Deschutes County",NA
-38,-18,-10,-13,-33,9,"Douglas County 5",NA
-72,-19,NA,NA,-30,NA,"Grant County 4",NA
-38,11,NA,NA,-20,NA,"Harney County",NA
-56,-11,-12,NA,-51,NA,"Hood River County",NA
-46,-19,12,-49,-34,9,"Jackson County 10",NA
-38,-13,NA,-32,-36,0,"Jefferson County 9",NA
-40,-19,27,-33,-30,9,"Josephine County",NA
-37,-11,21,-14,-33,8,"Klamath County",NA
-67,NA,NA,NA,-26,NA,"Lake County 6",NA
-52,-28,-29,-65,-40,12,"Lane County",NA
-62,-29,-53,NA,-52,17,"Lincoln County 10",NA
-44,-25,-9,-29,-32,11,"Linn County 1",NA
-33,-15,NA,2,-23,7,"Malheur County",NA
-48,-23,-26,-33,-34,12,"Marion County 7",NA
-51,NA,NA,-7,-19,NA,"Morrow County",NA
-61,-29,-23,-58,-41,14,"Multnomah County",NA
-42,-23,-5,NA,-39,13,"Polk County 6",NA
NA,NA,NA,-37,NA,NA,"Sherman County",NA
-61,-27,-50,NA,-37,-1,"Tillamook County",NA
-30,-6,-13,-23,-28,8,"Umatilla County",NA
-39,-35,NA,-17,-29,0,"Union County 10",NA
-63,-14,NA,NA,-30,NA,"Wallowa County",NA
-45,-22,-9,NA,-41,7,"Wasco County",NA
-53,-31,-6,-47,-41,14,"Washington County 13",NA
-42,-24,11,-63,-39,12,"Yamhill County",NA
-50,-27,7,-52,-38,12,"Pennsylvania",NA
-55,-30,-50,-67,-37,14,"Rhode Island",NA
-61,-45,NA,NA,-37,22,"Bristol County 1",NA
-57,-26,-44,-72,-36,13,"Kent County 2",NA
-57,-32,-60,-24,-39,21,"Newport County",NA
-57,-29,-50,-65,-36,14,"Providence County",NA
-53,-34,-59,-8,-40,13,"Washington County 14",NA
-38,-11,-4,-34,-34,9,"South Carolina",NA
-35,7,NA,NA,-30,NA,"Abbeville County",NA
-31,-11,-1,0,-33,8,"Aiken County",NA
NA,-12,NA,NA,-16,NA,"Allendale County",NA
-40,-3,-1,-20,-34,8,"Anderson County",NA
-28,2,NA,NA,-26,NA,"Bamberg County",NA
-23,11,NA,NA,-24,NA,"Barnwell County",NA
-38,-16,1,-32,-39,10,"Beaufort County 1",NA
-32,-10,47,-53,-32,9,"Berkeley County",NA
-9,13,NA,-47,-32,NA,"Calhoun County 3",NA
-48,-25,-35,-62,-42,11,"Charleston County",NA
-37,-3,-7,-20,-24,11,"Cherokee County 4",NA
-29,4,NA,-25,-25,14,"Chester County",NA
-34,3,NA,NA,-26,13,"Chesterfield County",NA
-23,-2,NA,-12,-28,NA,"Clarendon County",NA
-32,-13,NA,-27,-31,12,"Colleton County",NA
-20,-2,-36,NA,-22,13,"Darlington County",NA
-21,3,-41,-21,-19,-2,"Dillon County",NA
-32,-12,1,-38,-36,9,"Dorchester County 1",NA
-46,8,NA,NA,-32,NA,"Edgefield County",NA
0,1,NA,-27,-33,NA,"Fairfield County 1",NA
-38,-11,-30,-24,-30,8,"Florence County",NA
-41,-6,58,NA,-30,11,"Georgetown County",NA
-42,-12,-35,-38,-39,10,"Greenville County",NA
-30,-4,NA,NA,-27,11,"Greenwood County",NA
-44,-10,NA,-26,-23,NA,"Hampton County",NA
-43,-13,17,-58,-39,8,"Horry County",NA
-32,-21,-25,-8,-39,8,"Jasper County 5",NA
-38,-7,NA,-36,-30,14,"Kershaw County",NA
-30,-13,NA,NA,-35,9,"Lancaster County",NA
-23,2,NA,-27,-26,6,"Laurens County 1",NA
-51,6,NA,-28,-20,NA,"Lee County 6",NA
-42,-15,24,-33,-35,10,"Lexington County",NA
-26,-7,NA,NA,-25,2,"Marion County 8",NA
-20,4,NA,NA,-22,NA,"Marlboro County",NA
-36,30,NA,NA,-30,NA,"McCormick County",NA
-22,1,NA,-31,-25,10,"Newberry County",NA
-26,-6,2,NA,-28,8,"Oconee County 1",NA
-34,-5,NA,-31,-24,8,"Orangeburg County",NA
-35,-10,3,NA,-35,9,"Pickens County 1",NA
-43,-19,-37,-21,-35,11,"Richland County 2",NA
-36,-1,NA,NA,-26,NA,"Saluda County",NA
-34,-11,10,-57,-34,9,"Spartanburg County",NA
-33,-6,NA,-32,-31,8,"Sumter County 2",NA
-24,1,NA,NA,-23,4,"Union County 11",NA
-21,-2,NA,NA,-19,NA,"Williamsburg County",NA
-33,-16,31,-34,-35,10,"York County 1",NA
-35,-3,126,-31,-25,8,"South Dakota",NA
-35,-9,35,-35,-34,8,"Tennessee",NA
-45,-23,-27,-47,-36,13,"Texas",NA
-23,1,NA,-17,-22,11,"Anderson County 1",NA
-28,-22,NA,32,-33,NA,"Andrews County",NA
-38,-9,-45,-25,-25,12,"Angelina County",NA
-48,-31,-67,NA,-29,10,"Aransas County",NA
NA,NA,NA,NA,-27,NA,"Archer County",NA
-23,-24,NA,-65,-24,17,"Atascosa County",NA
-32,-6,NA,NA,-24,1,"Austin County",NA
-29,-14,NA,NA,-31,NA,"Bailey County",NA
-25,15,-36,NA,-35,NA,"Bandera County",NA
-32,-24,-14,NA,-34,12,"Bastrop County",NA
-46,-35,NA,NA,-27,-1,"Bee County",NA
-37,-24,8,-34,-33,10,"Bell County",NA
-47,-23,-46,-46,-38,13,"Bexar County",NA
-41,-10,-50,NA,-39,NA,"Blanco County",NA
-26,0,NA,NA,-17,NA,"Bosque County",NA
-44,-20,-11,-18,-32,10,"Bowie County",NA
-39,-21,9,-24,-30,13,"Brazoria County",NA
-50,-28,-37,-60,-39,14,"Brazos County",NA
-52,-37,NA,NA,-28,NA,"Brewster County",NA
-53,-14,NA,-43,-31,NA,"Brooks County 1",NA
-34,-18,NA,NA,-21,12,"Brown County 2",NA
-26,0,NA,NA,-24,NA,"Burleson County",NA
-27,-15,8,NA,-36,15,"Burnet County",NA
-35,-36,NA,-35,-36,17,"Caldwell County 1",NA
-35,-20,NA,NA,-20,NA,"Calhoun County 4",NA
-26,-5,NA,-18,-8,NA,"Callahan County",NA
-61,-41,-70,-62,-37,17,"Cameron County",NA
-11,-4,NA,NA,-13,NA,"Camp County",NA
NA,-28,NA,-20,-30,NA,"Carson County",NA
-28,4,NA,-20,-23,6,"Cass County 5",NA
NA,-14,NA,NA,-20,NA,"Castro County",NA
-42,-19,NA,-39,-27,20,"Chambers County",NA
-22,-5,NA,NA,-22,12,"Cherokee County 5",NA
-25,-31,NA,-11,-32,NA,"Childress County",NA
-53,NA,NA,-10,-24,NA,"Clay County 8",NA
NA,-21,NA,NA,NA,NA,"Coke County",NA
-18,-16,NA,NA,-20,NA,"Coleman County",NA
-50,-33,-11,-37,-45,14,"Collin County",NA
-36,-8,NA,-31,-18,NA,"Colorado County",NA
-47,-33,-30,-10,-36,12,"Comal County",NA
-9,-22,NA,NA,-25,NA,"Comanche County 1",NA
-28,-3,-8,-33,-32,16,"Cooke County","COK"
-29,-18,35,NA,-27,11,"Coryell County",NA
-39,-27,NA,NA,-37,NA,"Crane County",NA
NA,-27,NA,NA,NA,NA,"Crockett County",NA
NA,-15,NA,NA,-35,NA,"Crosby County",NA
-46,NA,NA,-30,NA,NA,"Culberson County",NA
-34,-12,NA,NA,-10,NA,"Dallam County",NA
-45,-21,-24,-45,-38,14,"Dallas County 2",NA
-36,-10,NA,NA,-26,NA,"Dawson County 1",NA
-30,-22,NA,NA,-19,NA,"DeWitt County",NA
-24,-12,NA,-13,-18,NA,"Deaf Smith County",NA
NA,NA,NA,NA,-37,NA,"Delta County 1",NA
-47,-27,1,-30,-42,14,"Denton County",NA
-19,-17,NA,-34,-30,NA,"Dimmit County",NA
NA,NA,NA,9,NA,NA,"Donley County",NA
-46,-28,NA,NA,-36,NA,"Duval County 1",NA
-31,-15,NA,-27,-28,NA,"Eastland County",NA
-32,-5,NA,-8,-24,10,"Ector County",NA
-50,-25,-65,-40,-37,15,"El Paso County 1",NA
-35,-18,4,-33,-34,13,"Ellis County",NA
-47,-32,NA,NA,-25,10,"Erath County",NA
-19,-13,NA,NA,-10,NA,"Falls County",NA
-11,-2,NA,NA,-25,11,"Fannin County 1",NA
-35,-25,NA,-33,-17,NA,"Fayette County 4",NA
NA,NA,NA,NA,-28,NA,"Floyd County 3",NA
-49,-26,-2,-26,-41,15,"Fort Bend County",NA
-33,4,NA,-23,-24,NA,"Franklin County 10",NA
-52,-4,NA,-41,-22,NA,"Freestone County",NA
-21,-22,NA,-27,-19,NA,"Frio County",NA
-28,-8,NA,NA,-20,NA,"Gaines County",NA
-42,-15,-29,-57,-35,12,"Galveston County",NA
-31,-13,NA,NA,NA,NA,"Garza County",NA
-46,-25,-38,NA,-36,NA,"Gillespie County",NA
-54,-38,NA,NA,-32,NA,"Goliad County",NA
-30,-13,-19,NA,-20,NA,"Gonzales County",NA
-33,-10,NA,NA,-26,NA,"Gray County",NA
-33,-9,47,NA,-29,9,"Grayson County",NA
-43,-21,2,NA,-31,11,"Gregg County",NA
-17,-3,NA,NA,-21,0,"Grimes County",NA
-34,-24,-1,-23,-37,12,"Guadalupe County 1",NA
-29,-13,NA,NA,-27,11,"Hale County",NA
NA,NA,NA,-13,NA,NA,"Hall County 1",NA
-41,-32,NA,NA,-22,NA,"Hamilton County 4",NA
NA,-24,NA,-16,NA,NA,"Hardeman County",NA
-45,-13,NA,NA,-32,16,"Hardin County 1",NA
-46,-23,-22,-58,-38,14,"Harris County 1",NA
-28,-7,-16,NA,-31,15,"Harrison County 3",NA
NA,-4,NA,NA,NA,NA,"Hartley County",NA
-16,-22,NA,NA,NA,NA,"Haskell County 1",NA
-46,-22,-23,-19,-36,13,"Hays County",NA
-30,-3,-22,NA,-28,9,"Henderson County 2",NA
-63,-43,-74,-64,-43,18,"Hidalgo County 1",NA
-35,-8,NA,-41,-25,13,"Hill County",NA
-23,-15,NA,NA,-17,-3,"Hockley County",NA
-34,-7,-36,NA,-35,16,"Hood County",NA
-31,4,NA,-22,-27,11,"Hopkins County",NA
-22,5,NA,NA,-21,NA,"Houston County 2",NA
-35,-19,NA,-32,-24,14,"Howard County 4",NA
-33,-15,-5,-23,-33,10,"Hunt County",NA
-19,-13,NA,NA,-11,NA,"Hutchinson County",NA
-9,NA,NA,NA,-26,NA,"Jack County",NA
-21,-19,NA,-44,-21,NA,"Jackson County 11",NA
-36,-24,25,NA,-30,6,"Jasper County 6",NA
-49,-22,4,-35,-33,12,"Jefferson County 10",NA
NA,-29,NA,NA,NA,NA,"Jim Hogg County",NA
-38,-22,NA,NA,-28,14,"Jim Wells County",NA
-33,-18,19,NA,-31,11,"Johnson County 5",NA
-36,-8,NA,NA,-18,NA,"Jones County 4",NA
-31,-24,NA,-46,-19,NA,"Karnes County",NA
-46,-22,-26,-18,-38,12,"Kaufman County",NA
-38,-25,-61,-31,-38,14,"Kendall County 1",NA
-32,-18,19,NA,-30,14,"Kerr County",NA
-35,NA,NA,-24,NA,NA,"Kimble County",NA
-42,-36,-71,-56,-28,16,"Kleberg County",NA
-54,-23,NA,-40,NA,NA,"La Salle County",NA
-24,-6,NA,-20,-13,12,"Lamar County 2",NA
-40,-17,NA,NA,-22,NA,"Lamb County",NA
-30,-27,NA,NA,-38,NA,"Lampasas County",NA
133,-11,NA,NA,-18,NA,"Lavaca County",NA
-33,-37,NA,NA,-22,NA,"Lee County 7",NA
-51,-23,NA,-26,-32,NA,"Leon County 1",NA
-38,-2,NA,-14,-28,11,"Liberty County 2",NA
-26,-15,NA,NA,-24,NA,"Limestone County",NA
-68,-35,NA,-52,-39,NA,"Live Oak County",NA
-26,-3,10,NA,-32,NA,"Llano County",NA
NA,-58,NA,NA,NA,NA,"Loving County",NA
-37,-14,17,-36,-28,10,"Lubbock County",NA
NA,NA,NA,NA,-24,NA,"Lynn County",NA
-36,-63,NA,NA,-29,NA,"Madison County 9",NA
-30,-12,NA,NA,-26,NA,"Marion County 9",NA
-12,-13,NA,NA,-32,NA,"Martin County 4",NA
-34,-16,NA,NA,-9,13,"Matagorda County",NA
-56,-36,-82,-62,-36,19,"Maverick County",NA
-27,-10,NA,NA,-14,NA,"McCulloch County",NA
-43,-22,-12,-34,-34,10,"McLennan County",NA
NA,NA,NA,-50,NA,NA,"McMullen County",NA
-24,-8,-54,-30,-30,19,"Medina County",NA
-41,-19,-45,-24,-25,12,"Midland County",NA
-35,-20,NA,NA,-27,NA,"Milam County",NA
-35,-14,-70,NA,-26,NA,"Mitchell County 3",NA
-21,-18,NA,NA,-30,NA,"Montague County",NA
-47,-24,0,-26,-38,13,"Montgomery County 8",NA
-27,-12,NA,-7,-15,-1,"Moore County 1",NA
-15,-9,NA,NA,-30,NA,"Morris County 1",NA
-36,-3,-17,-43,-24,15,"Nacogdoches County",NA
-40,-18,-7,-40,-32,16,"Navarro County",NA
NA,0,NA,NA,-35,NA,"Newton County 4",NA
-36,-10,NA,-31,-18,NA,"Nolan County",NA
-46,-25,-40,-45,-34,13,"Nueces County",NA
-44,-14,NA,NA,-26,NA,"Ochiltree County",NA
NA,NA,NA,-5,NA,NA,"Oldham County",NA
-35,-18,-38,-37,-32,11,"Orange County 4",NA
-19,-1,NA,-34,-29,8,"Palo Pinto County",NA
-21,0,NA,-22,-28,NA,"Panola County 1",NA
-35,-15,2,-32,-35,10,"Parker County",NA
NA,-10,NA,NA,-23,NA,"Parmer County",NA
-33,-17,NA,-22,-20,NA,"Pecos County",NA
-36,-14,-7,-41,-36,10,"Polk County 7",NA
-41,-13,2,-17,-26,9,"Potter County",NA
-69,-38,NA,NA,-35,NA,"Presidio County",NA
-22,-8,NA,NA,-20,NA,"Rains County",NA
-34,-17,-24,NA,-30,9,"Randall County",NA
NA,-2,NA,-15,NA,NA,"Reagan County",NA
-2,16,NA,NA,-23,NA,"Red River County",NA
-39,-19,NA,-8,-12,NA,"Reeves County",NA
-67,-43,NA,-43,-31,NA,"Refugio County",NA
-38,-16,NA,-32,-16,NA,"Robertson County",NA
-45,-25,NA,-21,-40,25,"Rockwall County",NA
-23,-5,NA,NA,-22,NA,"Runnels County",NA
-24,-7,NA,NA,-26,13,"Rusk County",NA
-17,13,NA,NA,-34,NA,"Sabine County",NA
-62,-9,NA,NA,-34,NA,"San Augustine County",NA
-31,7,-42,NA,-29,5,"San Jacinto County",NA
-38,-23,-30,-33,-24,12,"San Patricio County",NA
-12,NA,NA,NA,NA,NA,"San Saba County",NA
-32,-21,NA,NA,-18,NA,"Scurry County",NA
-29,-3,NA,NA,-27,NA,"Shelby County 3",NA
NA,NA,NA,0,NA,NA,"Sherman County 1",NA
-52,-28,-21,-36,-34,13,"Smith County 1",NA
-37,-6,NA,NA,-34,NA,"Somervell County",NA
-54,-31,-57,NA,-29,25,"Starr County",NA
-32,NA,NA,NA,-19,NA,"Stephens County 2",NA
-53,-29,NA,NA,NA,NA,"Sutton County",NA
NA,-4,NA,NA,-29,NA,"Swisher County",NA
-48,-20,-16,-71,-36,13,"Tarrant County",NA
-34,-14,NA,-7,-25,9,"Taylor County 3",NA
-18,-19,NA,NA,-14,NA,"Terry County",NA
-28,2,NA,NA,-21,11,"Titus County",NA
-46,-18,18,NA,-26,10,"Tom Green County",NA
-54,-29,-19,-72,-44,15,"Travis County",NA
-42,9,NA,NA,-26,NA,"Trinity County 1",NA
-45,11,NA,NA,-32,NA,"Tyler County",NA
-24,2,NA,NA,-31,15,"Upshur County",NA
NA,-21,NA,NA,NA,NA,"Upton County",NA
-43,-31,NA,NA,-28,NA,"Uvalde County",NA
-55,-35,-53,NA,-32,21,"Val Verde County","CPV"
-33,-16,7,-18,-25,13,"Van Zandt County",NA
-41,-23,-39,-49,-27,10,"Victoria County",NA
-42,-17,-1,-42,-27,15,"Walker County 1",NA
-30,-22,NA,-22,-33,20,"Waller County",NA
-34,-16,NA,35,-15,NA,"Ward County 1",NA
-25,-14,NA,NA,-27,-2,"Washington County 15",NA
-55,-38,-78,-43,-35,16,"Webb County",NA
-25,-36,NA,-36,-20,15,"Wharton County",NA
-41,NA,NA,NA,NA,NA,"Wheeler County",NA
-50,-30,-11,-24,-32,11,"Wichita County",NA
-20,-12,NA,-17,-9,NA,"Wilbarger County",NA
-51,-36,NA,NA,-34,NA,"Willacy County",NA
-49,-29,-14,-41,-43,14,"Williamson County 1",NA
-33,-55,-20,NA,-32,19,"Wilson County 1",NA
-29,-23,NA,75,-14,NA,"Winkler County",NA
-27,-11,8,-16,-31,15,"Wise County",NA
-21,7,NA,NA,-28,12,"Wood County",NA
-39,-12,NA,NA,-30,NA,"Yoakum County",NA
-18,-4,NA,NA,-28,NA,"Young County",NA
-42,-19,NA,NA,-44,NA,"Zapata County",NA
-49,-25,NA,NA,-31,NA,"Zavala County",NA
-41,-14,26,-44,-40,10,"Utah",NA
-58,NA,NA,-26,-23,NA,"Beaver County",NA
-28,-24,13,-5,-36,15,"Box Elder County",NA
-33,-3,66,-7,-39,10,"Cache County",NA
-22,2,NA,NA,-30,NA,"Carbon County",NA
-39,-1,48,-15,-41,10,"Davis County 1",NA
-25,1,NA,NA,-11,NA,"Duchesne County",NA
-45,6,NA,NA,-16,NA,"Emery County",NA
NA,NA,13,NA,NA,NA,"Garfield County 2",NA
-48,-1,-18,NA,-22,NA,"Grand County 1",NA
-43,-49,NA,-16,-38,16,"Iron County",NA
-32,-15,NA,-13,-23,NA,"Juab County",NA
-25,-6,21,NA,-33,NA,"Kane County 1",NA
-23,72,NA,NA,-14,NA,"Millard County",NA
-31,-13,NA,NA,-42,NA,"Morgan County 4",NA
-46,-16,16,-62,-38,11,"Salt Lake County",NA
-21,60,-7,NA,-33,NA,"San Juan County 1",NA
-4,0,NA,NA,-36,NA,"Sanpete County",NA
-19,2,NA,-9,-25,NA,"Sevier County 1",NA
-84,-65,-47,-59,-76,6,"Summit County 1",NA
-22,-11,NA,-18,-30,11,"Tooele County",NA
-18,-4,-20,NA,-37,5,"Uintah County",NA
-36,-11,54,13,-50,11,"Utah County",NA
-48,-30,-6,NA,-60,4,"Wasatch County",NA
-38,-10,-2,-22,-39,9,"Washington County 16",NA
-32,-17,76,-8,-31,8,"Weber County",NA
-62,-42,-55,-71,-43,13,"Vermont",NA
-55,-38,NA,NA,-35,6,"Addison County",NA
-62,-29,-23,NA,-40,8,"Bennington County",NA
-67,-44,NA,NA,-30,2,"Caledonia County",NA
-61,-53,-50,-57,-46,14,"Chittenden County",NA
NA,NA,NA,NA,-37,NA,"Essex County 2",NA
-52,-27,NA,NA,-28,22,"Franklin County 11",NA
NA,NA,NA,-60,-49,NA,"Grand Isle County",NA
-79,-45,NA,-40,-58,NA,"Lamoille County",NA
-73,-33,NA,-66,-31,1,"Orange County 5",NA
-52,-31,-46,NA,-32,0,"Orleans County",NA
-59,-33,NA,-77,-47,21,"Rutland County",NA
-65,-45,NA,NA,-41,23,"Washington County 17",NA
-76,-43,-38,NA,-47,15,"Windham County 1",NA
-67,-50,-63,-60,-49,22,"Windsor County",NA
-39,-16,46,-50,-36,11,"Virginia",NA
-48,-26,-11,-56,-41,13,"Washington",NA
-31,4,NA,-31,-27,NA,"Adams County 4",NA
-33,NA,NA,NA,-31,7,"Asotin County",NA
-47,-23,3,-12,-39,10,"Benton County 6",NA
-43,-20,-15,-27,-43,18,"Chelan County",NA
-42,-27,-20,-29,-35,18,"Clallam County",NA
-46,-28,-3,-38,-41,13,"Clark County 4",NA
-40,-20,-23,-34,-35,11,"Cowlitz County",NA
-53,-19,NA,-39,-40,17,"Douglas County 6",NA
NA,NA,NA,NA,-40,NA,"Ferry County",NA
-35,-15,-16,-59,-33,12,"Franklin County 12",NA
-36,-8,10,-46,-29,8,"Grant County 5",NA
-40,-18,-16,-26,-37,14,"Grays Harbor County",NA
-34,-25,-12,-53,-42,21,"Island County",NA
-62,-31,-9,-58,-40,2,"Jefferson County 11",NA
-57,-30,0,-66,-47,15,"King County",NA
-45,-27,12,-62,-43,12,"Kitsap County",NA
-56,-32,-43,-22,-45,19,"Kittitas County",NA
-56,-3,NA,NA,-36,NA,"Klickitat County",NA
-49,-21,-37,-32,-34,11,"Lewis County",NA
NA,NA,NA,NA,-37,NA,"Lincoln County 11",NA
-28,-25,1,NA,-38,20,"Mason County 1",NA
-29,2,NA,NA,-37,9,"Okanogan County",NA
-56,-24,-27,NA,-41,NA,"Pacific County",NA
-67,-6,NA,NA,-41,NA,"Pend Oreille County",NA
-46,-22,-17,-31,-39,12,"Pierce County 1",NA
-61,-32,NA,-43,-45,NA,"San Juan County 2",NA
-47,-25,0,-51,-42,12,"Skagit County",NA
-65,NA,-57,NA,-40,NA,"Skamania County",NA
-47,-30,-2,-48,-45,14,"Snohomish County",NA
-44,-20,9,-45,-38,11,"Spokane County",NA
-30,-7,0,NA,-33,16,"Stevens County 1",NA
-47,-28,-32,-36,-38,12,"Thurston County",NA
-42,-21,NA,-47,-40,18,"Walla Walla County",NA
-57,-34,-11,-69,-44,13,"Whatcom County",NA
-46,-25,NA,NA,-47,23,"Whitman County",NA
-36,-13,0,-21,-33,9,"Yakima County",NA
-38,-16,52,-31,-33,8,"West Virginia",NA
-47,-9,NA,NA,-16,NA,"Barbour County",NA
-35,-20,-9,-55,-32,9,"Berkeley County 1",NA
-40,-13,NA,NA,-20,NA,"Boone County 4",NA
-31,NA,NA,-30,-38,NA,"Braxton County",NA
-31,-10,NA,NA,-24,NA,"Brooke County",NA
-47,-20,NA,-37,-34,9,"Cabell County",NA
-21,-9,NA,NA,-26,7,"Fayette County 5",NA
-51,9,NA,NA,-25,NA,"Grant County 6",NA
-40,-16,NA,NA,-41,0,"Greenbrier County",NA
-26,-1,NA,NA,-20,NA,"Hampshire County 1",NA
-37,-1,NA,NA,-32,10,"Hancock County 6",NA
-29,-13,NA,NA,-23,NA,"Hardy County",NA
-43,-18,-24,-47,-31,19,"Harrison County 4",NA
-33,-32,NA,-11,-33,NA,"Jackson County 12",NA
-39,-39,17,NA,-43,20,"Jefferson County 12",NA
-44,-14,-2,-43,-33,8,"Kanawha County",NA
-33,-7,NA,NA,-40,NA,"Lewis County 1",NA
NA,NA,NA,NA,-39,NA,"Lincoln County 12",NA
-32,-16,NA,NA,-24,NA,"Logan County 4",NA
-38,-21,NA,NA,-34,20,"Marion County 10",NA
-29,-18,NA,NA,-27,1,"Marshall County 6","MHL"
-36,-8,NA,NA,-28,NA,"Mason County 2",NA
NA,-13,NA,NA,-18,NA,"McDowell County 1",NA
-44,-16,-36,-30,-35,15,"Mercer County 3",NA
-28,-4,NA,NA,-24,-2,"Mineral County 1",NA
-63,NA,NA,NA,-37,NA,"Mingo County",NA
-48,-23,60,-35,-44,25,"Monongalia County",NA
NA,NA,NA,NA,-32,NA,"Monroe County 7",NA
-38,-19,NA,NA,-34,NA,"Morgan County 5",NA
-28,-12,NA,NA,-30,NA,"Nicholas County",NA
-40,11,-34,-19,-38,16,"Ohio County 1",NA
-50,NA,NA,NA,-40,NA,"Pleasants County",NA
-74,NA,4,NA,-55,NA,"Pocahontas County 1",NA
-36,-5,NA,NA,-25,NA,"Preston County",NA
-33,-16,NA,-9,-41,21,"Putnam County 4",NA
-42,-24,NA,-35,-37,15,"Raleigh County",NA
-27,-9,NA,NA,-17,NA,"Randolph County 5",NA
-49,NA,NA,NA,-45,NA,"Ritchie County",NA
-25,NA,NA,NA,-42,NA,"Roane County",NA
4,NA,NA,NA,-39,NA,"Summers County",NA
-13,-32,NA,NA,-41,NA,"Taylor County 4",NA
NA,-14,NA,NA,-37,NA,"Tucker County",NA
NA,NA,NA,NA,-29,NA,"Tyler County 1",NA
-28,-24,NA,NA,-25,NA,"Upshur County 1",NA
-1,-10,NA,NA,-28,0,"Wayne County 6",NA
