"country","countryiso3","Q1.1.1a","Q1.1.1b","Q1.1.1c","Q1.1.2a","Q1.1.2b","Q1.2.1a","Q1.2.1b","Q1.2.1c","Q1.2.2a","Q1.2.2b","Q1.2.2c","Q1.2.3a","Q1.2.4a","Q1.2.4b","Q1.2.5a","Q1.3.1a","Q1.3.1b","Q1.3.1c","Q1.3.1d","Q1.3.1e","Q1.3.2a","Q1.3.3a","Q1.3.4a","Q1.3.5a","Q1.4.1a","Q1.4.1b","Q1.4.2a","Q1.5.1a","Q1.5.1b","Q1.5.1c","Q1.5.2a","Q1.6.1a","Q1.6.1b","Q2.1.1a","Q2.1.1b","Q2.1.2a","Q2.1.2b","Q2.1.3a","Q2.1.3b","Q2.2.1a","Q2.2.1b","Q2.2.2a","Q2.2.2b","Q2.2.2c","Q2.2.3a","Q2.2.4a","Q2.2.4b","Q2.2.5a","Q2.2.5b","Q2.2.5c","Q2.3.1a","Q2.3.1b","Q2.3.2a","Q2.4.1a","Q3.1.1a","Q3.1.1b","Q3.1.1c","Q3.1.1d","Q3.1.2a","Q3.2.1a","Q3.2.1b","Q3.3.1a","Q3.3.1b","Q3.3.1c","Q3.4.1a","Q3.5.1a","Q3.5.2a","Q3.5.2b","Q3.6.1a","Q3.6.2a","Q3.6.3a","Q3.6.4a","Q3.7.1a","Q3.7.1b","Q3.7.2a","Q3.7.2b","Q4.1.1a","Q4.1.1b","Q4.1.1c","Q4.1.2a","Q4.1.2b","Q4.2.1a","Q4.2.2a","Q4.2.3a","Q4.3.1a","Q4.3.1b","Q4.3.1c","Q4.3.2a","Q4.4.1a","Q4.4.1b","Q4.5.1a","Q4.5.2a","Q4.6.1a","Q4.6.1b","Q4.6.2a","Q4.6.2b","Q5.1.1a","Q5.1.2a","Q5.2.1a","Q5.2.1b","Q5.3.1a","Q5.3.1b","Q5.3.1c","Q5.3.1d","Q5.3.2a","Q5.4.1a","Q5.4.1b","Q5.4.2a","Q5.4.2b","Q5.5.1a","Q5.5.1b","Q5.5.2a","Q5.5.3a","Q5.5.3b","Q5.6.1a","Q5.6.1b","Q5.6.1c","Q6.1.1a","Q6.1.2a","Q6.1.3a","Q6.1.4a","Q6.1.5a","Q6.1.6a","Q6.1.7a","Q6.2.1a","Q6.2.2a","Q6.2.3a","Q6.2.4a","Q6.2.5a","Q6.3.1a","Q6.3.2a","Q6.3.3a","Q6.4.1a","Q6.4.2a","Q6.4.3a","Q6.5.1a","Q6.5.1b","Q6.5.2a","Q6.5.2b","Q6.5.3a"
"Peru","PER",2,2,0,1,0,1,1,0,1,0,1,0,2,2,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,83,1,0,1,1,0,0,0,2,0,1,1,1,1,1,1,1,1,1,1,0,0,0,2,1,0,1,1,0,0,1,0,0,0,1,0,1,48.7,121,10,18,1,1,1,1,111.6,149.3,0,160,0,0,0,0,1,92.4,192.6,0,1,1,0,1,1,0,1,1,1,1,1,0,2,1,1,1,1,1,0,0,0,0,0,1,0,1,0,1,1,2,4,2,3,3,2,3,94.2,0.6324,0.9,0,2,2,2,3,77.7,-1.23,1,74.98,64.3,89.9,76.8,436
"Philippines","PHL",2,1,0,1,1,1,1,0,1,0,0,0,4,5,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,89,1,2,1,1,0,1,1,1,0,1,0,0,1,1,1,0,0,0,1,0,0,1,1,0,0,0,0,1,0,1,1,0,0,1,0,0,55.5,110.4,1,0,0,0,1,1,111,24,1,100,0,1,0,1,1,72.8,184.6,0,0,0,0,1,1,0,1,0,1,0,1,0,2,1,1,0,1,0,0,0,0,0,0,1,0,1,0,1,1,1,3,2,1,0,1,2,96.4,0.5726,4.4,2,2,1,2,1,46.7,4.2,1,69.09,51.2,90.5,75,108
"Poland","POL",2,1,0,1,1,1,1,0,1,0,0,1,4,NA,0,0,0,0,0,1,0,1,0,1,1,1,0,0,0,0,0,94,1,0,1,1,0,1,0,0,0,0,0,1,1,1,1,0,0,1,1,1,0,1,1,1,0,0,0,0,0,1,0,0,1,0,1,0,76,130,2,6,0,1,1,1,229,569.4,1,650,1,1,0,0,1,99.8,409.4,0,1,0,0,1,1,0,1,0,0,1,1,1,2,1,1,3,1,0,0,0,0,0,0,1,0,1,0,1,1,2,3,2,4,4,2,2,94.5,0.8679,0.2,0,1,2,3,3,60.1,0.77,4,77.45,82.4,97.9,98.1,1244
"Portugal","PRT",2,1,0,1,1,1,1,0,1,0,1,0,61,NA,1,0,0,0,1,1,0,0,0,1,1,1,0,0,0,0,0,98,1,2,1,1,0,1,1,2,1,1,1,1,1,1,1,1,0,0,1,0,0,0,2,0,1,0,0,1,0,1,0,0,1,1,1,1,73.8,113.9,9,7,1,1,1,1,442.6,637.7,0,340,1,1,1,0,1,98.9,771.1,1,0,0,0,1,1,0,1,1,1,0,1,1,2,1,1,3,1,1,0,0,0,0,0,1,0,1,0,1,1,3,3,3,3,4,2,3,94.5,0.9122,0.3,1,2,4,3,4,64.7,-1.3,3,81.13,85.7,99.9,99.4,1844
"Qatar","QAT",0,1,0,1,0,1,0,0,0,0,0,1,16,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,99,1,2,0,1,1,1,0,0,1,0,0,0,0,0,1,2,1,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,1,0,94.3,130,5,6,1,1,1,1,196.4,570,1,120,1,1,0,0,1,99.9,335.7,0,0,0,0,1,1,0,1,0,1,0,0,0,2,1,1,0,0,1,0,0,0,0,0,0,0,1,0,1,1,2,2,3,3,3,2,1,97.7,0.7942,0.2,2,0,3,2,4,99.1,0,4,78.18,81.7,100,100,3205
"Romania","ROU",0,1,0,1,1,1,1,1,1,0,1,1,46,14,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,87,1,2,1,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,2,0,0,0,0,0,1,1,0,0,0,0,0,0,63.7,114.6,0,9,1,1,1,1,266.9,641.5,0,630,0,1,0,0,1,95.2,239.1,0,0,0,0,1,1,0,1,1,1,0,1,1,2,1,1,3,1,0,0,0,0,0,0,0,0,1,0,1,1,2,3,2,3,4,2,3,98.6,0.6895,1.9,0,2,2,3,3,53.9,2.22,2,75.01,78.3,100,81.8,901
"Russia","RUS",1,1,0,1,0,0,0,0,1,0,1,0,46,NA,0,0,0,0,0,1,0,2,0,1,1,1,0,0,0,0,0,98,1,1,1,1,0,1,0,0,0,1,0,0,1,1,0,1,1,0,1,0,0,0,2,0,1,0,0,0,1,0,0,0,1,0,1,0,76,130,1,4,0,1,1,1,397.5,868.3,1,820,0,1,0,0,1,99.7,538.2,0,0,0,0,1,1,0,1,0,1,0,1,1,2,1,1,4,0,0,0,0,0,0,0,1,0,1,0,1,1,1,2,3,3,1,0,0,99.7,0.7425,0,1,0,1,3,3,74.3,0.3,2,71.59,75.1,96.4,88.8,757
"Rwanda","RWA",0,1,0,1,1,1,1,0,0,0,1,0,15,30,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,99,1,2,1,1,0,0,0,1,0,1,1,1,0,1,0,1,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,20,72.2,11,5,0,0,1,1,6.4,83.2,1,160,0,1,0,0,1,90.7,8.3,0,0,0,0,0,1,0,1,0,1,0,0,0,2,0,1,1,0,1,0,0,0,0,0,1,0,1,0,1,1,2,0,3,2,3,2,1,70.8,0.6187,20.2,1,0,1,1,1,17.1,3.63,2,67.13,36,56.7,62.3,44
"Samoa","WSM",1,1,0,0,0,1,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,29.4,63.2,3,4,1,1,1,1,34.4,153.7,0,100,0,0,0,0,0,82.5,41.9,0,0,0,0,0,0,0,1,0,1,0,0,0,2,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,1,3,3,2,4,4,2,3,99,0.6349,0.1,1,2,3,2,2,18.5,0,1,75.01,47.6,95.5,96.6,269
"San Marino","SMR",0,0,0,0,1,0,0,0,0,0,1,0,57,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49.6,113.8,3,4,1,1,1,1,636.3,908.5,0,380,0,0,0,0,1,99.1,720,0,0,0,0,0,1,0,0,0,1,0,0,0,2,0,1,3,0,0,0,0,0,0,0,0,0,0,0,1,1,4,4,4,4,4,2,4,99.9,0.8427,0.2,1,1,4,4,3,97.1,0,4,83.4,90.69,100,100,3081
"São Tomé and Príncipe","STP",0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,85,8,8,1,1,1,1,54.1,205.7,0,290,0,0,0,0,0,92.5,28.4,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,1,1,1,2,3,3,2,2,90.1,0.4624,8.6,1,2,1,2,0,72,-2,2,66.62,39.3,79.7,40.1,79
"Saudi Arabia","SAU",2,1,0,1,0,1,1,0,1,0,0,0,7,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96,1,1,0,1,0,0,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,80.1,122.1,1,0,0,1,1,1,256.8,520.7,1,270,1,1,1,0,1,98,447.1,0,0,0,0,1,1,0,1,0,1,0,1,0,2,1,1,0,1,1,0,0,0,0,0,0,1,1,0,1,1,2,2,3,2,3,2,1,94.4,0.7659,0.2,0,0,3,3,3,83.6,0,2,74.56,77.1,100,100,2114
"Senegal","SEN",0,1,0,0,0,1,0,0,1,0,0,1,2,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,1,0,1,1,0,1,0,1,1,0,0,0,0,1,1,0,0,0,1,1,0,0,2,0,0,0,0,1,1,1,0,0,0,0,1,0,25.7,99.4,8,2,1,1,1,1,6.8,30.9,0,30,0,1,0,0,0,53.1,73.4,0,1,0,0,0,0,0,0,0,1,0,0,0,2,0,1,1,1,1,1,1,1,0,0,1,0,1,0,1,1,2,3,2,2,3,2,2,51.9,0.4853,12.8,1,1,1,2,1,46.7,-2.08,4,67.15,31.1,75.2,48.4,49
"Serbia","SRB",1,1,0,1,1,1,1,0,1,0,1,0,65,19,0,0,0,0,0,1,0,0,1,1,1,1,0,0,0,0,0,86,1,2,1,1,0,0,1,0,0,0,0,0,0,1,0,1,1,1,0,0,0,1,2,0,1,0,0,0,1,1,0,0,0,1,1,1,70.3,124.1,6,9,1,1,1,1,246.3,471.9,0,570,0,1,0,0,1,98.4,535.7,0,1,0,1,1,1,1,1,1,1,0,1,1,2,1,1,3,0,1,0,0,0,0,0,0,0,1,0,1,1,2,2,2,3,3,0,2,98.8,0.8192,0.5,1,1,2,3,3,55.9,2.26,1,75.24,77.2,91.2,94.6,767
"Seychelles","SYC",0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56.5,130,8,8,1,1,1,1,98.4,443.3,0,360,0,1,0,0,1,99,23.4,0,0,0,0,0,1,0,0,0,1,0,1,0,2,1,1,0,0,1,0,0,0,0,0,1,0,1,0,1,1,3,3,2,4,4,2,3,94,0.6543,0.4,1,1,4,3,3,56.3,0,3,74.31,65.6,96.3,100,1077
"Sierra Leone","SLE",2,1,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,80,1,1,0,1,0,0,0,1,1,1,0,1,1,0,0,1,0,0,1,1,1,0,1,1,0,0,0,0,0,1,0,0,0,1,1,1,11.8,84.9,9,5,0,1,1,1,2.4,31.9,1,40,0,0,0,0,0,59.7,101.4,0,1,0,0,0,1,1,1,0,1,0,1,0,2,0,1,0,0,1,1,0,0,0,0,1,1,1,0,1,1,0,2,2,2,3,2,2,32.4,0.3552,16.7,0,1,1,1,0,41.6,4.2,1,51.84,31,58.1,14.5,27
"Singapore","SGP",2,2,0,1,0,1,0,0,1,0,1,1,15,6,0,0,1,1,0,0,1,0,0,0,1,1,1,0,0,0,0,95,1,2,1,1,0,1,1,1,0,1,1,0,1,0,0,1,1,1,1,0,0,1,2,0,1,1,0,0,0,1,0,0,1,1,1,1,84.4,130,1,2,1,1,1,1,227.6,712,1,240,1,1,0,0,1,99.6,1273,0,0,0,0,1,1,0,1,1,1,0,0,0,2,1,1,3,1,1,0,0,0,0,0,1,0,1,0,1,1,4,3,4,3,4,2,3,97,0.9331,0.2,2,1,4,4,4,100,-0.5,4,82.8,90.6,100,100,2227
"Slovakia","SVK",0,1,0,1,1,1,1,0,1,0,0,1,56,1,0,0,1,1,0,1,0,1,1,1,1,1,0,0,0,0,0,96,1,2,1,1,0,1,1,0,0,1,1,1,1,1,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,81.6,130,4,5,1,1,1,1,345,602,0,580,1,1,0,0,1,98.5,387.3,0,0,0,0,1,1,0,1,0,1,0,1,1,2,1,1,4,1,0,0,0,0,0,0,0,0,1,0,1,1,3,3,2,4,4,2,2,99.9,0.8205,0.3,1,1,2,3,4,53.8,0.16,3,76.56,83.3,97.9,98.9,1734
"Slovenia","SVN",0,2,0,1,1,1,1,0,1,1,1,1,58,NA,0,0,1,0,0,1,0,0,0,1,1,1,1,1,1,1,0,93,1,2,1,1,1,0,0,1,1,0,0,1,1,1,1,2,1,1,1,1,0,1,2,1,1,0,0,0,0,1,0,0,1,1,1,1,78.9,117.5,3,8,1,1,1,1,282,884,0,460,1,1,1,0,1,99.8,332.7,0,1,0,1,0,1,0,1,1,1,1,1,1,2,1,1,4,1,1,0,0,0,0,0,1,0,1,0,1,1,3,3,2,4,4,2,3,99.7,0.9459,0,0,1,3,3,4,54.3,0.21,3,80.78,90.8,99.5,99.1,2004
"Solomon Islands","SLB",0,0,0,0,0,0,0,0,1,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,76.1,3,4,1,1,1,1,19.1,178,1,140,0,0,0,0,0,86.2,5.4,0,0,0,0,0,1,0,0,0,1,0,1,0,2,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,1,1,3,3,3,4,2,3,83.3,0.3976,6.8,1,2,0,1,0,23.3,-2,0,70.73,32.4,64,31.3,82
"Somalia","SOM",0,2,0,0,0,0,0,0,0,0,0,0,7,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.9,46.5,3,6,1,1,1,1,2.9,7.8,0,90,0,0,0,0,0,9.4,NA,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,1,1,0,0,0,0,52.5,0.4401,18.9,1,0,0,0,0,44.4,-1.22,0,56.29,19,40,16.2,NA
"South Africa","ZAF",2,2,0,1,0,1,1,0,1,1,1,1,5,3,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,81,1,2,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,1,1,1,1,54,130,0,3,1,1,1,1,81.8,522.9,1,280,1,1,0,0,1,96.7,83,0,0,0,0,0,1,0,1,1,1,0,1,0,2,1,1,4,0,1,0,0,1,0,0,0,0,1,0,1,1,3,3,1,3,4,2,4,94.4,0.6106,6.2,1,2,2,3,2,65.9,0,3,62.77,49.7,84.7,73.1,576
"South Korea","KOR",2,2,0,1,1,1,1,0,1,1,1,0,37,2,1,1,1,1,0,1,0,1,1,0,1,1,0,0,0,0,0,97,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,2,1,0,0,1,0,0,1,1,1,1,1,1,0,95.1,124.9,1,5,0,0,1,1,232.6,689.8,1,1150,1,1,1,0,1,100,903.3,0,1,0,0,1,1,0,1,1,1,1,1,0,2,1,1,4,1,1,0,0,0,0,0,1,0,1,0,1,1,3,4,2,4,2,2,1,99.9,0.9369,0.1,1,2,3,3,4,81.5,-1.14,4,82.02,90.3,99.6,99.9,1604
"South Sudan","SSD",0,0,0,0,0,0,0,0,0,0,0,1,1,22,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,75,1,1,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,6.7,12,9,5,0,1,1,1,1.5,121.8,0,76,1,1,0,0,0,19.4,37.6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,1,26.8,0.3976,18.9,1,1,0,0,0,19.3,0,2,56.81,26.8,50.4,10.4,28
"Spain","ESP",2,1,0,1,1,1,1,0,1,0,1,0,147,NA,0,1,0,0,0,1,0,0,1,1,1,1,0,0,0,0,0,97,1,2,1,1,0,1,1,2,1,1,1,1,1,1,1,2,1,1,1,1,0,1,2,1,0,0,0,0,0,1,0,0,1,1,1,1,84.6,113.2,1,5,1,1,1,1,387.2,532.4,0,300,1,1,0,0,1,99.1,776.7,0,1,1,0,1,1,1,1,1,1,1,1,1,2,1,1,3,1,0,0,0,0,0,0,0,0,1,0,1,1,3,3,2,3,4,2,3,98.3,0.9199,0.6,0,2,4,4,3,80.1,1.91,4,82.83,91.9,99.9,99.9,2322
"Sri Lanka","LKA",2,1,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,99,1,2,1,1,0,1,1,1,1,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,32.1,130,15,15,1,1,1,1,88.1,279.4,0,360,0,0,0,0,1,98.6,246.3,0,0,0,0,0,1,0,1,0,1,0,0,0,2,0,1,0,0,1,1,0,0,0,0,1,0,1,0,1,1,2,0,1,3,3,2,3,91.9,0.6465,0.1,0,1,1,2,3,18.4,-0.82,2,75.28,70.6,92.3,94.2,212
"St Kitts and Nevis","KNA",0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,76.8,130,4,6,0,1,1,1,106,636.1,0,230,0,0,0,0,0,100,762.1,0,0,0,0,0,0,0,0,0,1,0,1,1,2,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,1,2,3,3,4,4,2,3,94.2,0.6543,0.4,1,1,3,3,2,30.8,0,0,76.2,69.58,98,91.9,639
"St Lucia","LCA",0,1,0,1,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87,1,0,1,1,0,0,0,0,1,0,0,0,0,1,0,2,1,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,46.7,98.8,4,6,1,1,1,1,10.3,197.1,0,130,0,0,0,0,0,98.7,329.9,0,0,0,0,0,0,0,0,0,1,1,1,1,2,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,2,3,2,4,4,2,3,94.2,0.6668,1,1,1,2,3,2,18.6,-0.98,0,75.5,63.3,98.2,90.9,285
"St Vincent and The Grenadines","VCT",0,0,0,0,0,0,0,0,0,0,0,0,24,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,1,0,0,2,0,1,0,0,0,0,0,0,0,0,0,1,0,65.6,105.7,4,6,1,1,1,1,57.4,440.8,0,260,0,0,0,0,1,99,83.9,0,1,0,0,0,0,0,0,0,1,1,1,1,2,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,1,2,3,2,4,4,2,3,94.2,0.6543,1,1,1,2,3,3,51.8,2.05,0,73.18,57.4,95.1,87.2,314
"Sudan","SDN",2,2,0,1,1,0,0,0,0,0,0,0,22,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,1,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,28,70.7,8,8,1,1,1,1,28,115.7,0,80,0,1,0,0,0,77.7,220.1,0,0,0,0,0,0,0,1,0,1,0,0,0,2,0,1,0,0,1,0,0,0,0,0,1,0,1,0,1,1,0,1,2,2,1,0,1,61.3,0.436,4,0,1,0,2,1,34.4,0,1,64.49,45.8,58.9,34.6,58
"Suriname","SUR",0,0,0,1,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,0,0,0,0,0,0,1,1,0,0,1,1,0,45.4,130,4,6,1,1,1,1,81.7,527.3,0,310,0,0,0,0,1,80,198,0,0,0,0,0,1,0,1,0,1,0,1,1,2,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,2,2,4,4,2,3,92.9,0.5589,1,1,2,0,1,3,66,-0.25,0,71.41,54.5,94.7,79.2,630
"Sweden","SWE",2,2,1,1,1,1,1,0,1,1,1,1,38,1,1,0,1,1,0,1,1,0,1,1,1,1,1,0,1,1,0,97,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,0,1,2,1,0,1,0,0,1,1,0,0,1,1,0,0,96.4,125.5,0,3,1,1,1,1,418.8,1187.6,0,260,1,1,1,0,1,99.1,821.1,0,0,0,0,1,1,1,1,1,1,1,1,1,2,1,1,4,1,0,0,0,0,0,0,1,1,1,0,1,1,4,4,3,3,4,2,3,99.9,0.9564,0.3,2,2,4,4,3,87.1,0.23,4,82.2,95.5,100,99.3,4498
"Switzerland","CHE",2,2,1,1,0,1,1,0,1,1,1,0,34,7,1,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,95,1,2,0,1,1,1,1,1,0,0,0,0,1,1,1,2,0,1,0,0,0,1,2,1,0,1,1,1,0,1,0,0,1,1,1,1,93.7,130,5,3,1,1,1,1,424.8,1823,0,470,1,1,1,0,1,100,2325.7,0,1,1,0,1,1,0,1,1,1,1,1,1,2,1,1,4,1,1,0,0,0,0,0,0,0,1,0,1,1,4,4,3,4,4,2,2,99.9,0.9607,0,2,2,4,4,3,73.8,0.94,4,82.9,95.6,100,99.9,4939
"Syria","SYR",0,0,0,0,0,0,0,0,0,0,0,0,22,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,31.9,85.7,NA,NA,1,1,1,1,154.6,230.2,0,150,0,1,0,0,1,96.2,NA,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,52.5,0.4532,0.2,0,0,1,0,0,53.5,0.13,3,70.31,67.2,96.7,92.9,NA
"Tajikistan","TJK",2,0,0,0,0,1,1,0,0,0,1,0,57,NA,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,98,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,20.5,107.6,14,13,1,1,1,1,171.4,527.5,0,480,0,1,0,0,0,98,137.7,0,0,0,0,0,0,0,1,1,1,1,0,0,2,0,1,1,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,1,2,2,2,1,99.8,0.6835,1,0,0,1,1,0,27,0.04,0,71.05,51.7,74.1,95.5,60
"Tanzania","TZA",2,0,0,1,0,1,0,1,0,0,1,1,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99,1,0,0,1,0,1,1,0,1,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,13,69.7,12,17,1,1,1,1,2.2,41.6,0,70,0,0,0,0,0,63.5,24.5,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,1,0,1,0,0,0,1,0,1,0,1,1,1,1,2,3,3,2,3,77.9,0.4632,15.4,1,1,1,2,1,33.1,-4.33,3,65.68,33.9,50.1,23.5,45
"Thailand","THA",2,2,1,0,1,1,1,0,1,0,1,1,13,2,1,1,1,1,0,1,1,2,1,0,1,1,1,0,1,1,0,99,1,2,1,1,1,1,1,2,0,1,1,1,1,1,0,1,1,1,1,1,0,1,2,1,0,1,1,1,0,1,1,0,1,1,1,1,52.9,130,1,0,0,0,1,1,47,229.4,1,210,1,1,0,0,1,99.1,76.9,1,1,1,0,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,0,0,0,0,0,1,0,1,0,1,1,2,0,2,1,2,1,2,92.9,0.6067,0,1,1,2,2,2,49.2,0.59,4,75.3,69.5,98.2,95,496
"Timor-Leste","TLS",2,1,0,1,0,0,0,0,0,0,0,0,1,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,25.2,119.3,3,4,1,1,1,1,7.8,130.4,0,590,0,0,0,0,1,56.7,10.8,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,1,1,0,0,0,0,0,0,0,1,0,1,0,1,1,0,2,2,3,3,2,2,58.3,0.5239,6.7,1,2,0,2,0,30.2,-7.53,1,68.88,43.4,70.2,44,68
"Togo","TGO",0,1,0,0,0,0,0,0,0,0,0,1,1,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91,1,1,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,12.4,79.8,16,5,1,1,1,1,5.3,27.4,0,70,0,1,0,0,0,44.6,50.4,0,0,0,0,0,0,0,0,0,1,1,0,0,2,0,1,0,0,1,0,0,0,0,0,1,0,1,0,1,1,1,1,0,3,3,2,1,63.7,0.4331,19.9,0,1,0,2,1,41.2,-3.64,4,60.23,32,62.8,13.9,20
"Tonga","TON",0,0,0,0,0,0,0,0,0,0,0,0,3,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,40,74.7,3,4,1,1,1,1,55.8,388.1,0,260,0,0,0,0,0,95.5,34.2,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,1,1,0,0,0,0,0,0,0,1,0,1,0,1,1,1,2,2,3,4,2,3,99.4,0.5838,0.3,1,1,2,3,2,23.2,0,0,73.03,49.6,99.9,93.5,205
